timestamp,method,dataset,missing_rate,trial,seed,n_neighbors,accuracy,tuning_time_sec,train_time_sec,predict_time_sec,total_time_sec
2026-07-20T22:51:29,KNN-IC,Parkinson2clc,0.1,0,0,1,0.9487179487179487,0.35303191700950265,0.00796483299927786,0.02146395802265033,0.3824659999809228
2026-07-20T22:51:30,Mean-IC,Parkinson2clc,0.1,0,0,1,0.9487179487179487,0.2096472909906879,0.000705875048879534,0.020970124984160066,0.23132804204942659
2026-07-20T22:51:30,KNN-Direct,Parkinson2clc,0.1,0,0,1,0.9487179487179487,0.4892271250137128,0.0,0.04945212497841567,0.5386845419998281
2026-07-20T22:51:31,KNN-Direct-Weighted,Parkinson2clc,0.1,0,0,1,0.9487179487179487,0.49953354202443734,0.0,0.05076212499989197,0.5503004170022905
2026-07-20T22:51:31,KNN-Direct-Manhattan,Parkinson2clc,0.1,0,0,1,0.9230769230769231,0.5173093330231495,0.0,0.0596304580103606,0.576943832973484
2026-07-20T22:51:32,KNN-IC,Parkinson2clc,0.1,1,1,1,0.8974358974358975,0.6645485000335611,0.017251792014576495,0.08114308404037729,0.7629534580046311
2026-07-20T22:51:33,Mean-IC,Parkinson2clc,0.1,1,1,1,0.9230769230769231,0.45532404200639576,0.001225917018018663,0.03996374999405816,0.49652612500358373
2026-07-20T22:51:34,KNN-Direct,Parkinson2clc,0.1,1,1,1,0.8974358974358975,0.9545193329686299,0.0,0.08335612498922274,1.037883166980464
2026-07-20T22:51:35,KNN-Direct-Weighted,Parkinson2clc,0.1,1,1,1,0.9487179487179487,0.9629489590297453,0.0,0.08410816703690216,1.0470645829918794
2026-07-20T22:51:35,KNN-Direct-Manhattan,Parkinson2clc,0.1,1,1,8,0.9230769230769231,0.5029884579707868,0.0,0.04777108400594443,0.550764125015121
2026-07-20T22:51:36,KNN-IC,Parkinson2clc,0.1,2,2,2,0.8205128205128205,0.3355474999989383,0.007751083001494408,0.021306458045728505,0.36460816604085267
2026-07-20T22:51:36,Mean-IC,Parkinson2clc,0.1,2,2,1,0.8205128205128205,0.20760745799634606,0.000667459040414542,0.020956041989848018,0.22923429199727252
2026-07-20T22:51:36,KNN-Direct,Parkinson2clc,0.1,2,2,1,0.8461538461538461,0.4901593329850584,0.0,0.05020562501158565,0.5403683750191703
2026-07-20T22:51:37,KNN-Direct-Weighted,Parkinson2clc,0.1,2,2,1,0.8461538461538461,0.506415499956347,0.0,0.05072641698643565,0.5571457910118625
2026-07-20T22:51:38,KNN-Direct-Manhattan,Parkinson2clc,0.1,2,2,1,0.8717948717948718,0.47737683297600597,0.0,0.04794716602191329,0.5253274170099758
2026-07-20T22:51:38,KNN-IC,Parkinson2clc,0.1,3,3,3,0.8717948717948718,0.32762895798077807,0.0079166250070557,0.021342666004784405,0.35689145798096433
2026-07-20T22:51:38,Mean-IC,Parkinson2clc,0.1,3,3,4,0.8717948717948718,0.20701299997745082,0.0006478750146925449,0.0208459579735063,0.22851000004447997
2026-07-20T22:51:39,KNN-Direct,Parkinson2clc,0.1,3,3,5,0.8974358974358975,0.49007637496106327,0.0,0.049820416956208646,0.5398996670264751
2026-07-20T22:51:39,KNN-Direct-Weighted,Parkinson2clc,0.1,3,3,6,0.8974358974358975,0.4985917920130305,0.0,0.05075637495610863,0.5493517499999143
2026-07-20T22:51:40,KNN-Direct-Manhattan,Parkinson2clc,0.1,3,3,3,0.8717948717948718,0.47463733301265165,0.0,0.048143249994609505,0.5227837080019526
2026-07-20T22:51:40,KNN-IC,Parkinson2clc,0.1,4,4,6,0.8974358974358975,0.33371650002663955,0.008988041954580694,0.021396666998043656,0.3641045830445364
2026-07-20T22:51:40,Mean-IC,Parkinson2clc,0.1,4,4,5,0.8974358974358975,0.20772733399644494,0.0006483329925686121,0.02070554200327024,0.22908449999522418
2026-07-20T22:51:41,KNN-Direct,Parkinson2clc,0.1,4,4,1,0.8717948717948718,0.49069424998015165,0.0,0.049602875020354986,0.5403001669910736
2026-07-20T22:51:41,KNN-Direct-Weighted,Parkinson2clc,0.1,4,4,1,0.8974358974358975,0.49896574998274446,0.0,0.051264042034745216,0.5502330409944989
2026-07-20T22:51:42,KNN-Direct-Manhattan,Parkinson2clc,0.1,4,4,4,0.9230769230769231,0.6297837079619057,0.0,0.048395208024885505,0.6781822079792619
2026-07-20T22:51:42,KNN-IC,Parkinson2clc,0.1,5,5,1,0.9743589743589743,0.33604983298573643,0.008821041963528842,0.02131599996937439,0.36619033297756687
2026-07-20T22:51:43,Mean-IC,Parkinson2clc,0.1,5,5,1,0.9487179487179487,0.21008891699602827,0.0007542920066043735,0.020782207953743637,0.23162862501339987
2026-07-20T22:51:43,KNN-Direct,Parkinson2clc,0.1,5,5,1,0.9230769230769231,0.4906775829731487,0.0,0.04983533400809392,0.5405162909883074
2026-07-20T22:51:44,KNN-Direct-Weighted,Parkinson2clc,0.1,5,5,1,0.9230769230769231,0.5062317500123754,0.0,0.05038391600828618,0.5566192499827594
2026-07-20T22:51:44,KNN-Direct-Manhattan,Parkinson2clc,0.1,5,5,1,0.8717948717948718,0.4721511250245385,0.0,0.048066832998301834,0.5202217089827172
2026-07-20T22:51:45,KNN-IC,Parkinson2clc,0.1,6,6,1,0.8461538461538461,0.33357479196274653,0.008040457963943481,0.021901833009906113,0.3635207500192337
2026-07-20T22:51:45,Mean-IC,Parkinson2clc,0.1,6,6,1,0.8974358974358975,0.2217512499773875,0.0009137080051004887,0.020952166989445686,0.24362091696821153
2026-07-20T22:51:46,KNN-Direct,Parkinson2clc,0.1,6,6,1,0.8461538461538461,0.5201711249537766,0.0,0.05032700003357604,0.5705014170380309
2026-07-20T22:51:46,KNN-Direct-Weighted,Parkinson2clc,0.1,6,6,1,0.8461538461538461,0.5189940410200506,0.0,0.05106137500843033,0.5700591250206344
2026-07-20T22:51:47,KNN-Direct-Manhattan,Parkinson2clc,0.1,6,6,1,0.8974358974358975,0.49781087500741705,0.0,0.10449354100273922,0.6023091670358554
2026-07-20T22:51:47,KNN-IC,Parkinson2clc,0.1,7,7,1,0.9487179487179487,0.40939166699536145,0.007749292009975761,0.02129499998409301,0.43844079197151586
2026-07-20T22:51:47,Mean-IC,Parkinson2clc,0.1,7,7,9,0.9230769230769231,0.2082211659871973,0.0006821249844506383,0.0207447920111008,0.22965200000908226
2026-07-20T22:51:48,KNN-Direct,Parkinson2clc,0.1,7,7,10,0.9230769230769231,0.488358500006143,0.0,0.049419250048231333,0.5377809159690514
2026-07-20T22:51:48,KNN-Direct-Weighted,Parkinson2clc,0.1,7,7,1,0.9230769230769231,0.4973285419982858,0.0,0.05060504097491503,0.5479372080299072
2026-07-20T22:51:49,KNN-Direct-Manhattan,Parkinson2clc,0.1,7,7,1,0.9487179487179487,0.47280750004574656,0.0,0.047882124956231564,0.5206935000023805
2026-07-20T22:51:49,KNN-IC,Parkinson2clc,0.1,8,8,1,0.8974358974358975,0.33281704201363027,0.007903083052951843,0.021389625035226345,0.3621135000139475
2026-07-20T22:51:50,Mean-IC,Parkinson2clc,0.1,8,8,1,0.9230769230769231,0.2067159169819206,0.0006456670234911144,0.020863334008026868,0.2282284169923514
2026-07-20T22:51:50,KNN-Direct,Parkinson2clc,0.1,8,8,1,0.8974358974358975,0.49535987502895296,0.0,0.04997891699895263,0.5453418330289423
2026-07-20T22:51:51,KNN-Direct-Weighted,Parkinson2clc,0.1,8,8,1,0.8974358974358975,0.5018331669853069,0.0,0.05036624998319894,0.5522027919651009
2026-07-20T22:51:51,KNN-Direct-Manhattan,Parkinson2clc,0.1,8,8,1,0.8974358974358975,0.47608770802617073,0.0,0.04858441598480567,0.5246757499990053
2026-07-20T22:51:52,KNN-IC,Parkinson2clc,0.1,9,9,3,0.9230769230769231,0.46370008296798915,0.008260917034931481,0.021432707959320396,0.4933973749866709
2026-07-20T22:51:52,Mean-IC,Parkinson2clc,0.1,9,9,5,0.9230769230769231,0.2094467499991879,0.0006845419993624091,0.02075158298248425,0.2308862500358373
2026-07-20T22:51:52,KNN-Direct,Parkinson2clc,0.1,9,9,10,0.8717948717948718,0.48595454200403765,0.0,0.049501541012432426,0.535459415987134
2026-07-20T22:51:53,KNN-Direct-Weighted,Parkinson2clc,0.1,9,9,6,0.8974358974358975,0.49793879099888727,0.0,0.05330124997999519,0.5512437500292435
2026-07-20T22:51:54,KNN-Direct-Manhattan,Parkinson2clc,0.1,9,9,3,0.9230769230769231,0.490390750055667,0.0,0.0479542919783853,0.538355416036211
2026-07-20T22:51:54,KNN-IC,Parkinson2clc,0.1,10,10,2,1.0,0.33210829203017056,0.00795658299466595,0.021161084005143493,0.3612292080069892
2026-07-20T22:51:54,Mean-IC,Parkinson2clc,0.1,10,10,3,0.9487179487179487,0.20787183300126344,0.0006745830178260803,0.0209739159909077,0.22952433401951566
2026-07-20T22:51:55,KNN-Direct,Parkinson2clc,0.1,10,10,5,0.9487179487179487,0.4866790000232868,0.0,0.04953137499978766,0.5362137079937384
2026-07-20T22:51:55,KNN-Direct-Weighted,Parkinson2clc,0.1,10,10,6,1.0,0.4975288329878822,0.0,0.050568166945595294,0.5481008749920875
2026-07-20T22:51:56,KNN-Direct-Manhattan,Parkinson2clc,0.1,10,10,12,0.9230769230769231,0.48227012500865385,0.0,0.048093500023242086,0.5303669580025598
