timestamp,method,dataset,missing_rate,trial,seed,n_neighbors,accuracy,tuning_time_sec,train_time_sec,predict_time_sec,total_time_sec
2026-07-14T22:33:27,KNN-IC,Darwin,0.1,0,0,1,0.6857142857142857,1.9676070830028038,0.11612837499706075,0.02097562502603978,2.104716208006721
2026-07-14T22:33:27,Mean-IC,Darwin,0.1,0,0,1,0.6571428571428571,0.18519620900042355,0.0021027499751653522,0.01880679200985469,0.2061108339985367
2026-07-14T22:33:28,KNN-Direct,Darwin,0.1,0,0,3,0.6,0.4984578340081498,0.0,0.051691125001525506,0.5501527079904918
2026-07-14T22:33:28,KNN-Direct-Weighted,Darwin,0.1,0,0,4,0.6285714285714286,0.5847982919949573,0.0,0.06078641698695719,0.6455892089870758
2026-07-14T22:33:29,KNN-Direct-Manhattan,Darwin,0.1,0,0,4,0.6571428571428571,0.48705562500981614,0.0,0.05062287498731166,0.5376820829987992
2026-07-14T22:33:31,KNN-IC,Darwin,0.1,1,1,1,0.6571428571428571,1.9734617920184974,0.11473437497625127,0.021174041990889236,2.1093761659867596
2026-07-14T22:33:31,Mean-IC,Darwin,0.1,1,1,1,0.5428571428571428,0.18531845801044255,0.001872458989964798,0.018696957995416597,0.20589374998235144
2026-07-14T22:33:32,KNN-Direct,Darwin,0.1,1,1,1,0.6,0.5002278750180267,0.0,0.052114708989392966,0.5523457920062356
2026-07-14T22:33:32,KNN-Direct-Weighted,Darwin,0.1,1,1,3,0.5714285714285714,0.5898019579763059,0.0,0.06047612501424737,0.650282792019425
2026-07-14T22:33:33,KNN-Direct-Manhattan,Darwin,0.1,1,1,3,0.6,0.486703167000087,0.0,0.05036083300365135,0.5370680410123896
2026-07-14T22:33:36,KNN-IC,Darwin,0.1,2,2,5,0.45714285714285713,2.654114708013367,0.2490772909950465,0.04027362499618903,2.9434807499928866
2026-07-14T22:33:36,Mean-IC,Darwin,0.1,2,2,1,0.5142857142857142,0.32886216600309126,0.0033996249840129167,0.03174075001152232,0.364011457975721
2026-07-14T22:33:37,KNN-Direct,Darwin,0.1,2,2,3,0.4857142857142857,0.6474706669978332,0.0,0.05114154200418852,0.6986159579828382
2026-07-14T22:33:37,KNN-Direct-Weighted,Darwin,0.1,2,2,5,0.5142857142857142,0.5855703749984968,0.0,0.06065266698715277,0.6462267500173766
2026-07-14T22:33:38,KNN-Direct-Manhattan,Darwin,0.1,2,2,3,0.5428571428571428,0.48759062500903383,0.0,0.050479917001212016,0.5380739579850342
