timestamp,method,dataset,missing_rate,trial,seed,n_neighbors,accuracy,tuning_time_sec,train_time_sec,predict_time_sec,total_time_sec
2026-07-14T18:29:09,KNN-IC,Micromass,0.1,0,0,3,0.8611111111111112,7.363746165996417,0.48192125000059605,0.14021325000794604,7.985889292001957
2026-07-14T18:29:10,Mean-IC,Micromass,0.1,0,0,1,0.8888888888888888,0.9916846250125673,0.006327707989839837,0.09647708298871294,1.0944966249808203
2026-07-14T18:29:14,KNN-Direct,Micromass,0.1,0,0,1,0.8333333333333334,3.702023416000884,0.0,0.38060516701079905,4.082632457982982
2026-07-14T18:29:18,KNN-Direct-Weighted,Micromass,0.1,0,0,1,0.8472222222222222,4.180582083994523,0.0,0.4250030839757528,4.605589832994156
2026-07-14T18:29:22,KNN-Direct-Manhattan,Micromass,0.1,0,0,3,0.9444444444444444,3.5947287080052774,0.0,0.37330420801299624,3.9680369999841787
2026-07-14T18:29:31,KNN-IC,Micromass,0.1,1,1,2,0.9166666666666666,8.366780082986224,0.3807929580216296,0.1353454580239486,8.882925375015475
2026-07-14T18:29:32,Mean-IC,Micromass,0.1,1,1,4,0.8472222222222222,0.9409137920010835,0.005699582980014384,0.09562400000868365,1.0422433750063647
2026-07-14T18:29:36,KNN-Direct,Micromass,0.1,1,1,6,0.8333333333333334,3.7188653750054073,0.0,0.3773268749937415,4.096195667021675
2026-07-14T18:29:41,KNN-Direct-Weighted,Micromass,0.1,1,1,5,0.7916666666666666,4.187800207990222,0.0,0.4244050830020569,4.612209207989508
2026-07-14T18:29:45,KNN-Direct-Manhattan,Micromass,0.1,1,1,3,0.875,3.6495996250014286,0.0,0.3740169579978101,4.0236208330024965
2026-07-14T18:29:53,KNN-IC,Micromass,0.1,2,2,2,0.8888888888888888,7.50166116701439,0.49109175000921823,0.1458104170160368,8.138569665985415
2026-07-14T18:29:54,Mean-IC,Micromass,0.1,2,2,1,0.8888888888888888,0.9659524589951616,0.005664541997248307,0.09648124998784624,1.0681038330076262
2026-07-14T18:29:58,KNN-Direct,Micromass,0.1,2,2,1,0.8472222222222222,3.6720530840102583,0.0,0.381773000000976,4.053829583979677
2026-07-14T18:30:03,KNN-Direct-Weighted,Micromass,0.1,2,2,1,0.8472222222222222,4.108447375008836,0.0,0.4267120419826824,4.53516299999319
2026-07-14T18:30:07,KNN-Direct-Manhattan,Micromass,0.1,2,2,1,0.8888888888888888,3.652580082998611,0.0,0.3733547500160057,4.025938457984012
2026-07-14T18:30:15,KNN-IC,Micromass,0.1,3,3,2,0.8472222222222222,7.499867374979658,0.3830834580003284,0.13510179100558162,8.018057957990095
