dataset,missing_rate,ttest_p,p_bonf,sig_raw,sig_bonf
Parkinson,0.1,0.025353956126856213,0.12676978063428107,True,False
Parkinson,0.2,0.003578230392896679,0.017891151964483397,True,True
Parkinson,0.3,0.00034923209522157004,0.0017461604761078503,True,True
Parkinson,0.4,0.001145004100284257,0.0057250205014212855,True,True
Parkinson,0.5,0.002352178706934339,0.011760893534671696,True,True
